科类,院系,专业,最高分,最低分,平均分,省份,年份
理科,大气科学学院,大气科学类,610,603,607,福建,2016
理科,地理科学与规划学院,城乡规划,607,607,607,福建,2016
理科,地理科学与规划学院,地理科学类,608,602,605,福建,2016
理科,地理科学与规划学院,水文与水资源工程,610,602,606,福建,2016
理科,地球科学与工程学院,地质学类,607,607,607,福建,2016
理科,电子与信息工程学院,电子信息类,626,624,625,福建,2016
理科,电子与信息工程学院,光电信息科学与工程,623,616,618,福建,2016
理科,电子与信息工程学院,微电子科学与工程,616,610,613,福建,2016
理科,工学院,交通工程,619,617,618,福建,2016
理科,工学院,生物医学工程,615,614,615,福建,2016
理科,生物医学工程学院,生物医学工程,,,,福建,2016
理科,公共卫生学院（广州）,预防医学,607,605,606,福建,2016
理科,管理学院,工商管理类,634,634,634,福建,2016
理科,管理学院,会计学,,,,福建,2016
理科,光华口腔医学院,口腔医学（5+3）,643,618,631,福建,2016
理科,国际翻译学院,外国语言文学类,612,605,609,福建,2016
理科,国际金融学院,经济学类,630,628,629,福建,2016
理科,国际金融学院,金融学,,,,福建,2016
理科,海洋科学学院,海洋科学,613,604,609,福建,2016
理科,海洋工程与技术学院,海洋科学,,,,福建,2016
理科,化学工程与技术学院,化学工程与工艺,613,603,608,福建,2016
理科,化学学院,化学类,,,,福建,2016
理科,环境科学与工程学院,环境科学与工程类,620,611,615,福建,2016
理科,岭南学院,经济学类,640,638,639,福建,2016
理科,旅游学院,旅游管理类,626,604,612,福建,2016
理科,生命科学学院,生物科学类,614,603,608,福建,2016
理科,数据科学与计算机学院,计算机类,635,626,629,福建,2016
理科,数据科学与计算机学院,信息与计算科学,621,612,617,福建,2016
理科,数据科学与计算机学院（软件学院）,软件工程,640,624,628,福建,2016
理科,数学学院（珠海）,数学类,624,608,617,福建,2016
理科,数学学院（广州）,数学类,,,,福建,2016
文科,传播与设计学院,新闻传播学类,628,622,625,广西,2016
文科,法学院,法学,633,630,632,广西,2016
文科,管理学院,工商管理类,638,633,636,广西,2016
文科,管理学院,工商管理,,,,广西,2016
文科,国际翻译学院,外国语言文学类,631,619,625,广西,2016
文科,国际金融学院,工商管理类,633,629,631,广西,2016
文科,历史学系（珠海）,历史学,622,622,622,广西,2016
文科,历史学系（广州）,历史学,,,,广西,2016
文科,岭南学院,经济学类,634,634,634,广西,2016
文科,旅游学院,旅游管理类,627,617,623,广西,2016
文科,社会学与人类学学院,人类学,627,627,627,广西,2016
文科,社会学与人类学学院,社会学,627,623,625,广西,2016
文科,外国语学院,法语,624,624,624,广西,2016
文科,外国语学院,英语,628,626,627,广西,2016
文科,哲学系（珠海）,哲学,616,616,616,广西,2016
文科,哲学系（广州）,哲学,,,,广西,2016
文科,政治与公共事务管理学院,公共管理类,627,627,627,广西,2016
文科,中国语言文学系（广州）,汉语言文学,636,636,636,广西,2016
文科,中国语言文学系（珠海）,汉语言文学,,,,广西,2016
文科,资讯管理学院,图书情报与档案管理类,623,605,617,广西,2016
理科,材料科学与工程学院,材料类,640,625,633,广西,2016
理科,材料学院,材料类,,,,广西,2016
理科,大气科学学院,大气科学类,632,612,624,广西,2016
理科,地理科学与规划学院,城乡规划,652,624,636,广西,2016
理科,地理科学与规划学院,地理科学类,628,622,625,广西,2016
理科,地理科学与规划学院,水文与水资源工程,628,621,625,广西,2016
理科,地球科学与工程学院,地质学类,630,630,630,广西,2016
理科,电子与信息工程学院,电子信息类,651,642,646,广西,2016
理科,电子与信息工程学院,光电信息科学与工程,633,630,631,广西,2016
理科,法学院,法学,628,628,628,广西,2016
理科,工学院,交通工程,638,638,638,广西,2016
理科,工学院,理论与应用力学,638,623,631,广西,2016
理科,工学院,能源与动力工程,639,632,636,广西,2016
理科,工学院,生物医学工程,632,630,631,广西,2016
理科,生物医学工程学院,生物医学工程,,,,广西,2016
理科,公共卫生学院（广州）,预防医学,638,634,636,广西,2016
理科,公共卫生学院（深圳）,预防医学,,,,广西,2016
理科,管理学院,工商管理类,653,649,651,广西,2016
理科,管理学院,工商管理,,,,广西,2016
理科,光华口腔医学院,口腔医学（5+3）,645,640,643,广西,2016
理科,国际翻译学院,外国语言文学类,642,622,632,广西,2016
理科,国际金融学院,经济学类,651,648,649,广西,2016
理科,国际金融学院,金融学,,,,广西,2016
理科,海洋科学学院,海洋科学,629,628,628,广西,2016
理科,化学工程与技术学院,化学工程与工艺,643,620,632,广西,2016
理科,化学学院,化学类,,,,广西,2016
理科,环境科学与工程学院,环境科学与工程类,632,631,632,广西,2016
理科,岭南学院,管理科学与工程类,649,649,649,广西,2016
理科,岭南学院,经济学类,656,652,654,广西,2016
理科,旅游学院,旅游管理类,637,631,634,广西,2016
文科,传播与设计学院,新闻传播学类,611,605,608,安徽,2016
文科,法学院,法学,609,607,608,安徽,2016
文科,管理学院,工商管理类,616,614,615,安徽,2016
文科,管理学院,工商管理,,,,安徽,2016
文科,国际翻译学院,外国语言文学类,608,604,606,安徽,2016
文科,国际关系学院,国际政治,604,603,604,安徽,2016
文科,国际金融学院,工商管理类,614,613,614,安徽,2016
文科,国际金融学院,金融学,,,,安徽,2016
文科,历史学系（广州）,历史学,,,,安徽,2016
文科,岭南学院,经济学类,621,621,621,安徽,2016
文科,旅游学院,旅游管理类,606,604,605,安徽,2016
文科,社会学与人类学学院,人类学,605,603,604,安徽,2016
文科,社会学与人类学学院,社会学,613,609,611,安徽,2016
文科,外国语学院,德语,612,608,610,安徽,2016
文科,外国语学院,英语,611,603,607,安徽,2016
文科,哲学系（珠海）,哲学,604,603,604,安徽,2016
文科,哲学系（广州）,哲学,,,,安徽,2016
文科,政治与公共事务管理学院,公共管理类,613,604,607,安徽,2016
文科,中国语言文学系（广州）,汉语言文学,606,604,605,安徽,2016
文科,中国语言文学系（珠海）,汉语言文学,,,,安徽,2016
文科,资讯管理学院,图书情报与档案管理类,606,604,605,安徽,2016
理科,材料科学与工程学院,材料类,643,635,637,安徽,2016
理科,大气科学学院,大气科学类,638,635,637,安徽,2016
理科,地理科学与规划学院,城乡规划,637,635,636,安徽,2016
理科,地理科学与规划学院,地理科学类,638,635,637,安徽,2016
理科,地球科学与工程学院,地质学类,635,635,635,安徽,2016
理科,电子与通信工程学院,电子信息类,,,,安徽,2016
理科,电子与信息工程学院,电子信息类,645,636,639,安徽,2016
理科,电子与信息工程学院,微电子科学与工程,638,637,638,安徽,2016
理科,工学院,理论与应用力学,637,637,637,安徽,2016
理科,工学院,能源与动力工程,636,635,636,安徽,2016
理科,工学院,生物医学工程,635,635,635,安徽,2016
理科,生物医学工程学院,生物医学工程,,,,安徽,2016
理科,公共卫生学院（广州）,预防医学,638,635,637,安徽,2016
理科,公共卫生学院（深圳）,预防医学,,,,安徽,2016
理科,管理学院,工商管理类,644,639,642,安徽,2016
理科,管理学院,工商管理,,,,安徽,2016
理科,光华口腔医学院,口腔医学,635,635,635,安徽,2016
理科,光华口腔医学院,口腔医学（5+3）,647,637,642,安徽,2016
理科,国际翻译学院,外国语言文学类,640,636,638,安徽,2016
理科,国际金融学院,经济学类,646,646,646,安徽,2016
理科,国际金融学院,金融学,,,,安徽,2016
理科,海洋科学学院,海洋科学,,,,安徽,2016
理科,化学学院,化学类,636,635,636,安徽,2016
理科,化学工程与技术学院,化学工程与工艺,,,,安徽,2016
理科,环境科学与工程学院,环境科学与工程类,638,636,637,安徽,2016
理科,岭南学院,管理科学与工程类,646,646,646,安徽,2016
理科,岭南学院,经济学类,649,648,649,安徽,2016
理科,旅游学院,旅游管理类,637,635,636,安徽,2016
文科,传播与设计学院,新闻传播学类,826,820,823,海南,2016
文科,法学院,法学,816,815,816,海南,2016
文科,管理学院,工商管理类,839,839,839,海南,2016
文科,管理学院,会计学,,,,海南,2016
文科,国际翻译学院,外国语言文学类,812,812,812,海南,2016
文科,岭南学院,经济学类,833,833,833,海南,2016
文科,哲学系（广州）,哲学,814,812,813,海南,2016
文科,哲学系（珠海）,哲学,,,,海南,2016
文科,中国语言文学系（珠海）,汉语言文学,824,820,822,海南,2016
文科,中国语言文学系（广州）,汉语言文学,,,,海南,2016
理科,材料科学与工程学院,材料类,794,790,792,海南,2016
理科,地理科学与规划学院,地理科学类,800,778,789,海南,2016
理科,地理科学与规划学院,水文与水资源工程,772,772,772,海南,2016
理科,工学院,理论与应用力学,,,,海南,2016
理科,公共卫生学院（广州）,预防医学,,,,海南,2016
理科,管理学院,工商管理类,818,818,818,海南,2016
理科,管理学院,会计学,,,,海南,2016
理科,海洋科学学院,海洋科学,778,770,774,海南,2016
理科,海洋工程与技术学院,海洋科学,,,,海南,2016
理科,环境科学与工程学院,环境科学与工程类,781,781,781,海南,2016
理科,岭南学院,经济学类,807,807,807,海南,2016
理科,旅游学院,旅游管理类,801,774,788,海南,2016
理科,生命科学学院,生物科学类,777,767,771,海南,2016
理科,数据科学与计算机学院,计算机类,806,806,806,海南,2016
理科,数据科学与计算机学院（软件学院）,软件工程,807,803,805,海南,2016
理科,数学学院（广州）,数学类,793,786,789,海南,2016
理科,数学学院（珠海）,数学类,,,,海南,2016
理科,药学院（广州）,药学,780,780,780,海南,2016
理科,药学院（深圳）,药学,,,,海南,2016
理科,中山医学院,临床医学,805,795,800,海南,2016
文科,法学院,法学,597,596,597,黑龙江,2016
文科,管理学院,工商管理类,599,596,598,黑龙江,2016
文科,管理学院,会计学,,,,黑龙江,2016
文科,国际翻译学院,外国语言文学类,593,591,592,黑龙江,2016
文科,岭南学院,经济学类,602,600,601,黑龙江,2016
文科,外国语学院,德语,594,591,593,黑龙江,2016
文科,外国语学院,日语,591,590,590,黑龙江,2016
文科,哲学系（广州）,哲学,595,595,595,黑龙江,2016
文科,哲学系（珠海）,哲学,,,,黑龙江,2016
文科,政治与公共事务管理学院,公共管理类,594,590,592,黑龙江,2016
文科,中国语言文学系（珠海）,汉语言文学,590,590,590,黑龙江,2016
文科,中国语言文学系（广州）,汉语言文学,,,,黑龙江,2016
文科,资讯管理学院,图书情报与档案管理类,597,597,597,黑龙江,2016
理科,材料科学与工程学院,材料类,652,645,649,黑龙江,2016
理科,大气科学学院,大气科学类,646,643,644,黑龙江,2016
理科,地理科学与规划学院,地理科学类,645,644,645,黑龙江,2016
理科,电子与信息工程学院,电子信息类,655,644,649,黑龙江,2016
理科,工学院,理论与应用力学,646,642,644,黑龙江,2016
理科,公共卫生学院（广州）,预防医学,645,642,644,黑龙江,2016
理科,公共卫生学院（深圳）,预防医学,,,,黑龙江,2016
理科,管理学院,工商管理类,657,657,657,黑龙江,2016
理科,管理学院,会计学,,,,黑龙江,2016
理科,光华口腔医学院,口腔医学,657,656,657,黑龙江,2016
理科,国际翻译学院,外国语言文学类,642,642,642,黑龙江,2016
理科,国际金融学院,经济学类,657,655,656,黑龙江,2016
理科,国际金融学院,金融学,,,,黑龙江,2016
理科,海洋科学学院,海洋科学,,,,黑龙江,2016
理科,化学工程与技术学院,化学工程与工艺,644,643,644,黑龙江,2016
理科,化学学院,化学类,,,,黑龙江,2016
理科,环境科学与工程学院,环境科学与工程类（含环境科学、环境工程专业）,,,,黑龙江,2016
理科,岭南学院,经济学类,654,649,652,黑龙江,2016
理科,旅游学院,旅游管理类,651,648,650,黑龙江,2016
理科,生命科学学院,生物科学类,660,652,656,黑龙江,2016
理科,数据科学与计算机学院,计算机类,655,655,655,黑龙江,2016
理科,数据科学与计算机学院,信息与计算科学,652,652,652,黑龙江,2016
理科,数据科学与计算机学院（软件学院）,软件工程,651,647,649,黑龙江,2016
理科,数学学院（广州）,数学类,656,656,656,黑龙江,2016
理科,数学学院（珠海）,数学类,,,,黑龙江,2016
理科,物理学院（广州）,物理学,,,,黑龙江,2016
理科,药学院（广州）,药学,653,653,653,黑龙江,2016
理科,医学院（深圳）,临床医学,659,644,652,黑龙江,2016
理科,中法核工程与技术学院,核工程类（中外合作办学）（核工程与核技术专业）,644,642,643,黑龙江,2016
理科,中山医学院,临床医学（八年制）,663,661,662,黑龙江,2016
理科,中山医学院,医学检验技术,645,645,645,黑龙江,2016
文科,传播与设计学院,新闻传播学类,650,646,648,北京,2016
文科,法学院,法学,649,649,649,北京,2016
文科,国际翻译学院,外国语言文学类,642,638,640,北京,2016
文科,国际关系学院,国际政治,647,639,643,北京,2016
文科,岭南学院,经济学类,652,647,650,北京,2016
文科,政治与公共事务管理学院,公共管理类,645,645,645,北京,2016
文科,中国语言文学系（广州）,汉语言文学,656,644,649,北京,2016
文科,中国语言文学系（珠海）,汉语言文学,,,,北京,2016
文科,资讯管理学院,图书情报与档案管理类,,,,北京,2016
理科,工学院,能源与动力工程,649,646,650,北京,2016
理科,公共卫生学院（广州）,预防医学,647,647,647,北京,2016
理科,电子与通信工程学院,电子信息类,,,,北京,2016
理科,管理学院,工商管理类,655,654,655,北京,2016
理科,管理学院,工商管理,,,,北京,2016
理科,光华口腔医学院,口腔医学,658,658,658,北京,2016
理科,化学学院,化学类,658,647,653,北京,2016
理科,化学工程与技术学院,化学工程与工艺,,,,北京,2016
理科,岭南学院,经济学类,656,656,656,北京,2016
理科,生命科学学院,生物科学类,648,646,647,北京,2016
理科,数据科学与计算机学院,计算机类,657,651,653,北京,2016
理科,数据科学与计算机学院（软件学院）,软件工程,650,646,648,北京,2016
理科,数学学院（广州）,数学类,662,651,657,北京,2016
理科,数学学院（珠海）,数学类,,,,北京,2016
理科,物理学院（广州）,物理学,652,651,652,北京,2016
理科,药学院（广州）,药学,652,649,651,北京,2016
理科,中法核工程与技术学院,核工程类（中外合作办学）（核工程与核技术专业）,647,647,647,北京,2016
理科,中山医学院,临床医学,659,656,658,北京,2016
理科,中山医学院,临床医学（八年制）,663,661,662,北京,2016
文科,传播与设计学院,新闻传播学类,662,662,662,浙江,2016
文科,传播与设计学院,新闻传播学类,662,662,662,浙江,2016
文科,法学院,法学,662,661,661,浙江,2016
文科,管理学院,工商管理类,669,668,669,浙江,2016
文科,国际翻译学院,外国语言文学类,662,662,662,浙江,2016
文科,国际关系学院,国际政治,664,661,663,浙江,2016
文科,国际金融学院,工商管理类,664,662,663,浙江,2016
文科,岭南学院,经济学类,678,669,674,浙江,2016
文科,社会学与人类学学院,社会学类,671,664,668,浙江,2016
文科,外国语学院,日语,662,662,662,浙江,2016
文科,外国语学院,英语,662,661,662,浙江,2016
文科,哲学系（广州）,哲学,664,664,664,浙江,2016
文科,中国语言文学系（广州）,汉语言文学,663,662,663,浙江,2016
文科,资讯管理学院,图书情报与档案管理类,662,662,662,浙江,2016
理科,材料科学与工程学院,材料类,674,667,672,浙江,2016
理科,大气科学学院,大气科学类,677,672,675,浙江,2016
理科,地理科学与规划学院,地理科学类,674,672,673,浙江,2016
理科,电子与信息工程学院,电子信息类,677,676,676,浙江,2016
理科,电子与信息工程学院,光电信息科学与工程,678,674,676,浙江,2016
理科,国际翻译学院,外国语言文学类,676,672,674,浙江,2016
理科,工学院,生物医学工程,677,672,675,浙江,2016
理科,管理学院,工商管理类,682,678,680,浙江,2016
理科,光华口腔医学院,口腔医学（5+3）,680,674,677,浙江,2016
理科,国际金融学院,经济学类,681,680,681,浙江,2016
理科,化学工程与技术学院,化学工程与工艺,672,672,672,浙江,2016
理科,岭南学院,经济学类,682,682,682,浙江,2016
理科,旅游学院,旅游管理类,676,672,673,浙江,2016
理科,软件学院,软件工程,680,672,676,浙江,2016
理科,生命科学学院,生物科学类,679,673,676,浙江,2016
理科,数据科学与计算机学院,计算机类,680,676,678,浙江,2016
理科,数据科学与计算机学院,信息与计算科学,675,672,674,浙江,2016
理科,数学学院（广州）,数学类,682,676,678,浙江,2016
理科,物理学院（广州）,物理学,674,674,674,浙江,2016
理科,心理学系,心理学类,678,674,676,浙江,2016
理科,药学院,药学,671,671,671,浙江,2016
理科,中法核工程与技术学院,核工程类（中外合作办学）（核工程与核技术专业）,674,674,674,浙江,2016
理科,中山医学院,临床医学（八年制）,712,695,704,浙江,2016
理科,中山医学院,临床医学,678,672,676,浙江,2016
理科,资讯管理学院,信息管理与信息系统,673,673,673,浙江,2016
文科,传播与设计学院,新闻传播学类,500,485,490,上海,2016
文科,法学院,法学,494,484,489,上海,2016
文科,国际金融学院,工商管理类,484,483,484,上海,2016
文科,岭南学院,经济学类,490,489,490,上海,2016
文科,社会学与人类学学院,社会学类,492,483,488,上海,2016
文科,外国语学院,日语,483,483,483,上海,2016
文科,外国语学院,英语,483,481,482,上海,2016
理科,公共卫生学院,预防医学,483,483,483,上海,2016
理科,光华口腔医学院,口腔医学,488,487,487,上海,2016
理科,海洋科学学院,海洋科学,486,482,484,上海,2016
理科,岭南学院,经济学类,485,482,484,上海,2016
理科,生命科学学院,生物科学类,498,481,490,上海,2016
理科,数学学院（广州）,数学类,495,482,487,上海,2016
理科,心理学系,心理学类,486,482,484,上海,2016
理科,药学院,药学,482,481,482,上海,2016
理科,中法核工程与技术学院,核工程类（中外合作办学）（核工程与核技术专业）,487,483,485,上海,2016
理科,中山医学院,基础医学,483,483,483,上海,2016
理科,中山医学院,临床医学（八年制）,487,483,485,上海,2016
理科,中山医学院,临床医学,487,483,485,上海,2016
